experiment_id,model_type,feature_version,mean_return,std_return,win_rate,worst_return
final,lgbm_ranker,45,0.00783295462390442,0.030538011204067916,0.5846994535519126,-0.06918945804769588
final,lgbm_regressor,45,0.009478138964296685,0.036008352696623176,0.6065573770491803,-0.11295019213244228
final,rule_model,45,0.018352839845193047,0.06542855676239193,0.6174863387978142,-0.15762628283318675
